appId,developerWebsite,privacyPolicy,minInstalls
asuk.com.android.app,http://www.7eleven.co.th,https://www.7eleven.co.th/policy.php,5000000.0
com.revolutionmedia.hairstyle.with.bangs,,http://revolutionmediad.blogspot.com/p/privacy-policy-revolution-media.html,5000.0
com.netbiscuits.bild.android,http://www.bild.de,http://datenschutz.bildplus.de,1000000.0
com.coolniks.niksgps,,https://sites.google.com/site/coolnikscom/,1000000.0
in.swiggy.android,http://swiggy.in,https://www.swiggy.com/privacy-policy,10000000.0
de.tobifleig.lxc,,,500.0
com.whatsapp,http://www.whatsapp.com/,http://www.whatsapp.com/legal/#Privacy,1000000000.0
com.fotoable.fotobeauty,http://www.fotoable.com,http://www.fotoable.com/privacy.html,50000000.0
com.outfit7.tomlovesangelafree,http://outfit7.com/contact/android/,http://outfit7.com/privacy/,100000000.0
com.launcher.theme.t211799501,,http://www.cmcm.com/protocol/launcher-theme/privacy.html,50000.0
com.microsoft.office.excel,https://products.office.com,http://go.microsoft.com/fwlink/?LinkID=507380,500000000.0
com.goeuro.rosie,https://www.omio.com,https://www.omio.com/privacy-policy,5000000.0
com.calm.checky,http://www.calm.com,https://calm.com/privacy,500000.0
com.plarium.stormfallrob,http://www.plarium.com,http://plarium.com/en/privacy-and-cookie-policy/,10000000.0
com.andromo.dev38828.app230898,,http://semos.com/privacy_policy.html,10000.0
com.art.studio.jewelery.photo.suit,,https://www.facebook.com/notes/art-studio/privacy-policy/1059041830872662,5000.0
co.haptik,http://www.haptik.ai,http://haptik.ai/privacy-policy,1000000.0
com.asi.clubfansApp,,https://anwarsamir.github.io/,10.0
com.nkailapro.hijab.mohajabat,http://newapp.com,http://h-rtop.blogspot.com/2017/02/privacy-policy.html,100000.0
lunosoftware.nflscores,http://www.lunosoftware.com,http://www.lunosoftware.com/privacy.html,100000.0
kr.co.saramin.brandapp,http://www.saramin.co.kr,http://m.saramin.co.kr/index/clause,1000000.0
com.tellurionmobile.realmcraft,http://www.tellurionmobile.com,http://www.tellurionmobile.com/privacy-policy,10000000.0
com.redorange.aceoftennis,https://www.facebook.com/mobirixplayen,http://www.mobirix.com/policykr.html,1000000.0
de.heute.mobile,http://www.heute.de,http://www.zdf.de/Hinweise-zum-Datenschutz-21533138.html,1000000.0
badal.appkart.kolkatasub,,https://firebasestorage.googleapis.com/v0/b/kolkata-sub-5eaae.appspot.com/o/Privacy%20Policy.html?alt=media&token=1fcd688d-08a4-4c92-92b7-1b98d9197091,10000.0
artechnology.create.memes,http://artechapps.com,http://artechapps.com/ar-technology-apps-games-privacy-policy/,500.0
com.vitotechnology.StarWalk2Free,http://www.vitotechnology.com,http://vitotechnology.com/privacy-policy.html,5000000.0
com.andromo.dev315366.app400894,http://radioplus.mobi,http://radioplus.mobi/privacy-policy.htm,1000.0
com.asgardsoft.classics,https://www.AsgardSoft.com,https://AsgardSoft.com/PrivacyPolicy.html,10000.0
com.gamestop.powerup,http://www.gamestop.com,http://www.gamestop.com/gs/help/PrivacyPolicy.aspx,5000000.0
com.mintwalk,https://www.mintwalk.com,https://www.mintwalk.com/privacy.html,100000.0
